audio/audio.000/2v/2vrUEPFeTnkeLqmG1JXiaZ.mp3,92.80596160888672,C#,major,Ab,major,Ab,major,-8.64951229095459,Voice,0.17904028,5.7210045,5.6029224
audio/audio.000/3T/3TVV9V0dVQs4b8hOQc4cOS.mp3,146.35340881347656,B,minor,F#,major,F#,major,-7.152586936950684,Voice,0.9969869,5.4281373,6.8414187
audio/audio.000/3T/3tJjZMHLqhD8DaGgdBICnc.mp3,100.64495849609375,C#,minor,C#,minor,A,major,-11.269575119018555,Voice,0.063189454,4.286968,4.702302
audio/audio.000/09/09CBtea7lD0P0xgdXXjqFS.mp3,91.4253921508789,F,minor,F,minor,F,minor,-15.404975891113281,Voice,0.72196937,6.412977,5.785863
audio/audio.000/5H/5HhiifrwxL9U1oc8TUJGu1.mp3,96.35271453857422,Ab,minor,Ab,minor,Ab,minor,-11.92231559753418,Voice,0.15790363,6.071181,6.183771
audio/audio.000/5H/5Hm2snUa871PI8kubcAILe.mp3,126.94004821777344,C#,major,C#,major,C#,major,-8.508304595947266,Voice,0.49323088,5.603234,6.214973
audio/audio.000/5f/5fv6D0K26CX9K9nedeGUX1.mp3,113.92395782470703,C#,major,F,minor,F,minor,-6.207575798034668,Voice,0.9933101,6.0073867,6.03243
audio/audio.000/5f/5FaIah9dnRwC9GdIZXCIbO.mp3,86.87891387939453,C#,minor,C#,minor,C#,minor,-9.175662994384766,Voice,0.08978137,5.933217,6.6266136
audio/audio.000/5f/5f0M01XiEUGtW4Z6ErSExQ.mp3,137.757080078125,F,major,C,major,A,minor,-14.180342674255371,Instrumental,0.997273,4.964588,3.823012
audio/audio.000/5f/5FVd6KXrgO9B3JPmC8OPst.mp3,117.30745697021484,C#,minor,C#,minor,A,major,-8.975269317626953,Voice,0.15725724,4.4651127,5.6089664
audio/audio.000/2O/2OyMysbUPsAV7W3ga8Lqr0.mp3,133.7800750732422,Bb,minor,F,major,F,major,-19.07809066772461,Instrumental,0.008483134,4.9218965,3.949385
audio/audio.000/2O/2OwKkg5x3AZNIHxxP9Pojp.mp3,131.02127075195312,F#,minor,F#,minor,F#,minor,-7.878386497497559,Voice,0.9981978,4.725525,7.457007
audio/audio.000/6S/6SD1n7uNsepMVVYBJm92oP.mp3,84.01569366455078,F,minor,F,minor,F,minor,-8.460094451904297,Voice,0.002213879,3.55627,4.9408875
audio/audio.000/6S/6Sdz9sl2Y68kMsyCPwr7WW.mp3,110.46804809570312,Bb,minor,F,major,F,major,-11.208612442016602,Voice,0.9989317,3.9729586,4.4858904
audio/audio.000/02/02dMF381tQaidG17In1Tt2.mp3,122.54187774658203,C#,major,Bb,minor,Bb,minor,-10.924894332885742,Voice,0.21051538,4.621364,4.2780805
audio/audio.000/02/02KPo7DqVnSTSZnKvdT5NU.mp3,78.3053207397461,D,major,D,major,D,major,-16.380695343017578,Voice,0.1080931,5.4839234,4.847637
audio/audio.000/7G/7GSJVYWU0kP9QWFTxxNY6d.mp3,95.22029876708984,Eb,major,Eb,major,Eb,major,-10.10859489440918,Instrumental,0.9991421,4.7666636,6.2992215
audio/audio.000/5J/5jICkW5AjimIb3vvPNiMv1.mp3,119.91072845458984,F,major,A,minor,A,minor,-10.473758697509766,Voice,0.8554816,5.736147,5.95084
audio/audio.000/5J/5J8Zn57zptuidSwQjjKSNn.mp3,103.00630950927734,E,major,B,major,E,major,-9.034416198730469,Instrumental,0.13854553,4.308877,5.622887
audio/audio.000/5J/5Jh80BCRUSJC47dlrjSuFf.mp3,103.43035888671875,Ab,major,C,minor,C,minor,-11.325323104858398,Instrumental,0.037388936,4.038455,4.207983
audio/audio.000/5J/5JyQsSlG4lKkcOQ8pi8NfH.mp3,162.10011291503906,F,minor,F,minor,F,minor,-15.077777862548828,Voice,0.021156356,5.9254584,6.2087398
audio/audio.000/4X/4XEiqb5c5prR16lCSTArq5.mp3,172.26568603515625,Ab,minor,Ab,major,Ab,major,-6.422939300537109,Voice,0.981568,5.381318,7.0939813
audio/audio.000/1y/1yBlGMHFJyX17LwHkK3PZx.mp3,94.8952407836914,C#,major,C#,major,C#,major,-6.745553016662598,Voice,0.8058477,4.7805977,5.7316337
audio/audio.000/1y/1Yk6V5WNjTpKhANlkh5JnR.mp3,102.785888671875,F#,major,F#,major,F#,major,-7.312741279602051,Voice,0.3894993,5.95527,6.9141297
audio/audio.000/10/10u7LYanHqNxg7Ze3Rmo38.mp3,172.26560974121094,C,major,C,major,C,major,-10.32300090789795,Voice,0.12969361,5.8037734,6.1479096
audio/audio.000/24/24PXKsLrqi3oB0FsR96ZgS.mp3,88.82099914550781,D,major,F#,minor,F#,minor,-8.597905158996582,Voice,0.03650337,6.110033,6.4085045
audio/audio.000/4J/4JnBi3u79Hz3zLaXvL0A6d.mp3,172.26568603515625,Ab,minor,Ab,major,Ab,major,-6.422939300537109,Voice,0.981568,5.381318,7.0939813
audio/audio.000/79/796uAanqWDW7Kv05SBZds1.mp3,97.99066162109375,C,major,C,major,C,major,-13.900029182434082,Voice,0.058650456,5.249551,4.879499
audio/audio.000/79/79uu8ks7DTj4lWYP6dyDsz.mp3,132.86903381347656,B,major,Eb,minor,B,major,-8.97690200805664,Voice,0.9953892,4.7407517,6.074226
audio/audio.000/3L/3LUPz3adlCwLL1Yl2IUHqL.mp3,96.76224517822266,C,minor,C,major,C,minor,-6.047089576721191,Voice,0.993216,5.1150026,7.934643
audio/audio.000/3L/3L0Dg5V8V4XLugW7PXhKdk.mp3,128.5239715576172,Eb,major,G,minor,G,minor,-8.61583137512207,Instrumental,0.9987959,4.823323,5.29291
audio/audio.000/5l/5lx1xGuMvgzCz9pn1eyjWN.mp3,136.7729949951172,C#,major,C#,major,C#,major,-15.741311073303223,Voice,0.9886381,5.004373,5.1990414
audio/audio.000/1e/1eX0GWObMA2EAnkv5vuWw2.mp3,99.88381958007812,F,minor,F,major,F,minor,-8.537673950195312,Voice,0.8412433,4.841409,6.1220055
